datetime,Unnamed: 0,text,isRetweet,processed_text,topics,top_3_topics,topic_confidences,sentiment,sentiment_score,named_entities,cluster,Climate & Environment,Consumer & Retail,Corporate Sector,Crypto & Digital Assets,Education & Knowledge,Energy & Commodities,Financial Markets,Geopolitics & Policy,Health & Biotech,Legal & Regulation,Macro Finance,Real Estate & Housing,Society & Labor,Tech & Innovation,Transport & Logistics,Uncertain
2025-07-04 23:40:00,31,HAPPY 4TH OF JULY! ????????????????????,False,july happy,['Uncertain'],"Financial Markets, Macro Finance, Real Estate & Housing","[0.035, 0.031, 0.013]",POSITIVE,0.9999,['july'],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-07-04 10:27:00,33,Republican Strategist T.J. McCormack was fantastic this morning on NewsMax. He really knows his ??stuff!??,False,republican strategist newsmax mccormack fantastic morning really know stuff,['Financial Markets'],"Financial Markets, Geopolitics & Policy, Education & Knowledge","[0.904, 0.129, 0.007]",POSITIVE,0.9986,"['republican', 'morning']",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-07-04 01:31:00,35,WOW! 218-2. Has a number like that ever happened before???,False,wow number like ever happened,['Uncertain'],"Financial Markets, Macro Finance, Crypto & Digital Assets","[0.005, 0.005, 0.003]",POSITIVE,0.9995,[],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-07-03 23:50:00,36,"RT @rapidresponse47President @realDonaldTrump: ""As President of the United States, I am proclaiming here and now that America is NEVER going Communist in any way, shape, form ?? and that includes New York City.""",True,united states america communist new york city rt realdonaldtrump president proclaiming never going way shape form includes,['Geopolitics & Policy'],"Geopolitics & Policy, Society & Labor, Financial Markets","[0.983, 0.036, 0.004]",NEGATIVE,0.9978,"['new york city', 'united states america']",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-07-03 23:50:00,37,"RT @rapidresponse47President @realDonaldTrump: Exactly one year from tomorrow, we will celebrate the 250th anniversary of America's founding...This evening, we are officially launching ""AMERICA 250"" ?? an enormous, year-long, nationwide celebration of our heritage, our flag, and our glorious American freedom. ????????",True,america american rt realdonaldtrump exactly one year tomorrow celebrate anniversary founding evening officially launching enormous nationwide celebration heritage flag glorious freedom,['Geopolitics & Policy'],"Geopolitics & Policy, Society & Labor, Corporate Sector","[0.931, 0.0, 0.0]",POSITIVE,0.9978,"['tomorrow', 'american', 'evening', 'one year', 'america']",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-07-03 23:50:00,38,"I??m on Air Force One, traveling back to Washington from the Great State of Iowa, with many of our wonderful and talented Cabinet Secretaries, including Kristi Noem, Doug Burgum, Brooke Rollins, Lee Zeldin, Matt Whitaker of NATO fame, and others in the Administration like Steve Miller, James Blair, SUPERSTAR Karoline Leavitt, and the legendary, first female Chief of Staff, Susie Wiles, etc., including terrific Members of Congress, Ashley Hinson, Zach Nunn, Randy Feenstra, and Mariannette Miller-Meeks, and we??re watching a GREAT guy on Television ?? His name is Trace Gallagher, of FoxNews, a totally professional newsman who, at the same time, is highly entertaining, and very interesting. He interviewed me once in California. Keep up the GREAT work, Trace!",False,air washington great iowa cabinet kristi noem doug burgum brooke rollins lee zeldin matt whitaker nato administration steve miller james blair superstar karoline leavitt susie wiles congress ashley hinson zach nunn randy feenstra mariannette miller-meeks great television trace gallagher foxnews california great trace force one traveling back state many wonderful talented secretary including fame others like legendary first female chief staff including terrific member watching guy name totally professional newsman time highly entertaining interesting interviewed keep work,['Uncertain'],"Corporate Sector, Geopolitics & Policy, Legal & Regulation","[0.046, 0.005, 0.001]",POSITIVE,0.9995,"['congress ashley hinson zach', 'mariannette miller', 'nato', 'first', 'kristi noem doug burgum', 'matt whitaker', 'james blair', 'air washington great iowa', 'nunn', 'california', 'lee zeldin', 'steve miller', 'karoline leavitt susie wiles']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-07-03 23:31:00,41,"I??m on Air Force One, traveling back to Washington from the Great State of Iowa, with many of our wonderful and talented Cabinet Secretaries, including Kristi Noem, Doug Burgum, Brooke Rollins, Lee Zeldin, and others in the Administration like Steve Miller, James Blair, SUPERSTAR Karoline Leavitt, and the legendary, first female Chief of Staff, Susie Wiles, etc., and we??re watching a GREAT guy on Television ?? His name is Trace Gallagher, on FoxNews, a total professional newsman who, at the same time, is entertaining and very interesting. Keep up the GREAT work Trace!",False,air washington great iowa cabinet kristi noem doug burgum brooke rollins lee zeldin administration steve miller james blair superstar karoline leavitt susie wiles great television trace gallagher foxnews great force one traveling back state many wonderful talented secretary including others like legendary first female chief staff watching guy name total professional newsman time entertaining interesting keep work,['Uncertain'],"Corporate Sector, Geopolitics & Policy, Legal & Regulation","[0.007, 0.003, 0.0]",POSITIVE,0.9994,"['first', 'james blair', 'kristi noem doug burgum', 'karoline leavitt susie', 'air washington great iowa', 'lee zeldin', 'steve miller']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-07-03 19:13:00,44,"Great job by the Speaker of the House, Mike Johnson, who spearheaded the drive in Congress for the approval of the ??ONE BIG BEAUTIFUL BILL ACT.?? He has Great Strength and Wisdom, and will go down as one of the most successful Speakers of the House in History, maybe even the BEST OF THEM ALL. Thank you Mike, and congratulations on a job well done!",False,great house mike johnson congress great strength wisdom house history best of them mike job speaker spearheaded drive approval one big beautiful bill go one successful speaker maybe even thank congratulation job well done,['Uncertain'],"Education & Knowledge, Geopolitics & Policy, Real Estate & Housing","[0.041, 0.01, 0.005]",POSITIVE,0.9996,"['one', 'mike johnson', 'congress', 'great house', 'mike']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-07-03 18:51:00,45,"Louisiana: You have an incredible Congressman in Steve Scalise! As House Majority Leader, he fought hard to help us secure the Votes for the ??ONE BIG BEAUTIFUL BILL ACT?? ?? A HISTORIC WIN for our Country. Steve is a WARRIOR. Thank you to Steve, Jennifer, and the entire Scalise family!",False,louisiana steve scalise house historic steve warrior steve jennifer scalise incredible congressman majority leader fought hard help secure vote one big beautiful bill act win country thank entire family,['Uncertain'],"Geopolitics & Policy, Society & Labor, Real Estate & Housing","[0.222, 0.003, 0.0]",POSITIVE,0.999,"['one', 'historic steve', 'louisiana steve scalise', 'steve jennifer']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-07-03 18:29:00,46,"Minnesota: You have a GREAT Congressman in Tom Emmer. As Majority Whip, he was instrumental in helping us get the ??ONE BIG BEAUTIFUL BILL ACT,?? the BIGGEST OF ITS KIND ever approved in Congress. He is a fantastic guy with a fabulous wife Jacqueline and family.??Thank you to Tom Emmer and family!",False,minnesota great congressman tom emmer majority whip biggest congress jacqueline emmer instrumental helping u get one beautiful bill act kind ever approved fantastic guy fabulous wife family thank family,['Uncertain'],"Geopolitics & Policy, Society & Labor, Legal & Regulation","[0.011, 0.002, 0.0]",POSITIVE,0.9996,"['one', 'minnesota']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-07-03 18:15:00,47,"The Republicans in the House of Representatives have just passed the ??ONE BIG BEAUTIFUL BILL ACT.?? Our Party is UNITED like never before and, our Country is ??HOT.?? We are going to have a Signing Celebration at the White House tomorrow, at 4 P.M. EST. All??Congressmen/women and Senators are invited. Together, we will celebrate our Nation??s Independence, and the beginning of our new Golden Age. The people of the United States of America will be Richer, Safer, and Prouder than ever before. Thank you to Speaker of the House Mike Johnson, Senate Majority Leader John Thune, and all of the wonderful Republican Members of Congress who helped us deliver on our Promises, and so much more. Together, we can do things that were not even imagined possible less than one year ago. We will keep working, and winning ?? CONGRATULATIONS AMERICA!",False,house representatives party country white house independence golden age united states america richer safer house mike johnson senate john thune republican congress congratulations republican passed one big beautiful bill like never going signing celebration tomorrow est senator invited together celebrate nation beginning new people prouder ever thank speaker majority leader wonderful member helped deliver promise much together thing even imagined possible less one year ago keep working winning,['Uncertain'],"Geopolitics & Policy, Society & Labor, Legal & Regulation","[0.169, 0.0, 0.0]",POSITIVE,0.9996,"['tomorrow', 'house representatives party country', 'one', 'mike johnson', 'republican congress congratulations republican', 'age united states', 'john thune', 'senate', 'less one year ago', 'america']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-07-03 11:18:00,49,"We brought the price of Eggs back to what they were supposed to be. When I took over on January 20th, the Fake News was screaming that, ??Egg prices have gone through the roof, quadrupled,?? they said. Now they??re plentiful, and inexpensive. ??Thank you President Trump!??",False,eggs fake news trump brought price back supposed took january screaming price gone roof quadrupled plentiful inexpensive thank president,"['Financial Markets', 'Energy & Commodities', 'Crypto & Digital Assets', 'Macro Finance', 'Real Estate & Housing', 'Corporate Sector']","Financial Markets, Energy & Commodities, Crypto & Digital Assets","[1.0, 1.0, 0.999]",NEGATIVE,0.9981,['january'],1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0
2025-07-03 09:41:00,51,"What a great night it was. One of the most consequential Bills ever. The USA is the ??HOTTEST?? Country in the World, by far!!!",False,usa hottest great night one consequential bill ever country world far,['Uncertain'],"Financial Markets, Consumer & Retail, Macro Finance","[0.027, 0.011, 0.01]",POSITIVE,0.9988,['one'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-07-03 09:39:00,52,Will be speaking to President Putin of Russia at 10:00 A.M. Thank you!,False,putin russia speaking president thank,['Geopolitics & Policy'],"Geopolitics & Policy, Financial Markets, Education & Knowledge","[0.995, 0.001, 0.001]",POSITIVE,0.9996,['putin russia'],2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-07-03 09:36:00,53,"??This is good news; much better than expected.""""In our survey, economists were looking for [the unemployment rate] to climb up to 4.3 ?? It comes in at 4.1.""""Jobless claims ?? Much lower than expected.""",False,good news much better expected survey economist looking unemployment rate climb come jobless claim much lower expected,['Macro Finance'],"Macro Finance, Financial Markets, Society & Labor","[0.973, 0.026, 0.003]",NEGATIVE,0.9973,[],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-07-02 21:34:00,57,"The USA is on track to break every record on GROWTH. Go Republicans, beat the Crooked Democrats tonight! PRO-GROWTH Tax Cuts never fail. MAKE AMERICA GREAT AGAIN!",False,usa growth crooked democrats make america track break every record go republican beat tonight tax cut never fail great,"['Macro Finance', 'Geopolitics & Policy', 'Financial Markets']","Macro Finance, Geopolitics & Policy, Financial Markets","[0.966, 0.942, 0.889]",POSITIVE,0.9977,"['republican', 'america', 'democrats', 'tonight']",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
2025-07-01 21:24:00,74,"Congresswoman Anna Paulina Luna was FANTASTIC tonight on ??Jesse Watters Primetime,?? as interviewed by fabulous Charlie Hurt. Thank you Anna! Also, thank you to Congressman Byron Donalds, and Stephen Dinan of the great Washington Times!",False,anna paulina luna fantastic jesse watters primetime charlie hurt congressman byron donalds stephen dinan washington times congresswoman tonight interviewed fabulous thank also thank great,['Uncertain'],"Geopolitics & Policy, Society & Labor, Legal & Regulation","[0.01, 0.0, 0.0]",POSITIVE,0.9997,"['charlie hurt', 'washington', 'tonight', 'anna paulina']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-07-01 15:06:00,77,"Thank you to the Highly Talented Artist, Vanessa Horabuena, and the incredible people of Colorado ?? Now on display in the Colorado State Capitol!",False,highly talented artist vanessa horabuena colorado colorado thank incredible people display state capitol,['Uncertain'],"Society & Labor, Geopolitics & Policy, Climate & Environment","[0.0, 0.0, 0.0]",POSITIVE,0.9997,"['capitol', 'colorado', 'vanessa horabuena']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-07-01 07:35:00,82,??TRUMP??S AGENDA IS IN THE BIG BEAUTIFUL BILL??,False,trump agenda big beautiful bill,['Geopolitics & Policy'],"Geopolitics & Policy, Financial Markets, Macro Finance","[0.952, 0.009, 0.002]",POSITIVE,0.9993,['trump agenda'],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-06-30 14:20:00,87,"I apologize for the long wait on the Faith Leaders Conference Call. AT&T ought to get its act together. Please pass along the word to the tens of thousands of people who are there. We may have to reschedule the call, but we??ll use another carrier the next time. AT&T obviously doesn??t know what they??re doing!",False,faith leaders conference call apologize long wait ought get act together please pas along word ten thousand people may reschedule use another carrier next time obviously know,['Uncertain'],"Society & Labor, Transport & Logistics, Legal & Regulation","[0.242, 0.005, 0.0]",NEGATIVE,0.9976,['ten thousand'],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-06-30 14:13:00,88,"I??m doing a major Conference Call with Faith Leaders from all over the Country, and AT&T is totally unable to make their equipment work properly. This is the second time it??s happened. If the Boss of AT&T, whoever that may be, could get involved ?? It would be good. There are tens of thousands of people on the line!",False,faith country at boss at major conference call leader totally unable make equipment work properly second time happened whoever may could get involved would good ten thousand people line,['Corporate Sector'],"Corporate Sector, Geopolitics & Policy, Society & Labor","[0.969, 0.066, 0.052]",NEGATIVE,0.9996,"['second', 'ten thousand']",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-30 09:51:00,91,"Not that it really matters, but a terribly untalented writer for badly failing Forbes Magazine, Dan Alexander, who probably can??t get a meaningful job in the business, has written so inaccurately about me that it is ridiculous. Many others also, the media is mostly Fake News, but Forbes doesn??t even try to get things right. I haven??t spoken to these SleazeBags in years, they don??t want the facts, and they??re so inaccurate (purposely!) about everything. I would have thought Forbes would be DEAD by now, but it continues to hang around like a bad disease. Isn??t it owned by a hostile nation? Anyway, that??s what happens when you have bad reporters with evil intentions. Eventually the publication dies. I??ve happily seen it over, and over, again!",False,forbes magazine dan alexander fake news forbes forbes isn really matter terribly untalented writer badly failing probably get meaningful job business written inaccurately ridiculous many others also medium mostly even try get thing right spoken sleazebags year want fact inaccurate purposely everything would thought would dead continues hang around like bad disease owned hostile nation anyway happens bad reporter evil intention eventually publication dy happily seen,['Uncertain'],"Corporate Sector, Geopolitics & Policy, Financial Markets","[0.063, 0.001, 0.001]",NEGATIVE,0.999,['dan alexander fake news'],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-06-30 02:43:00,92,"Tell phony Democrat Senator Chris Coons that I am not offering Iran ANYTHING, unlike Obama, who paid them $Billions under the stupid ??road to a Nuclear Weapon JCPOA (which would now be expired!), nor am I even talking to them since we totally OBLITERATED their Nuclear Facilities.",False,tell chris coons iran obama weapon jcpoa phony democrat senator offering anything unlike paid billion stupid road nuclear would expired even talking since totally obliterated nuclear facility,['Geopolitics & Policy'],"Geopolitics & Policy, Transport & Logistics, Macro Finance","[0.997, 0.0, 0.0]",NEGATIVE,0.9977,"['chris', 'democrat', 'obama weapon jcpoa phony', 'billion', 'iran']",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-06-30 02:19:00,94,"ONE GREAT BIG BEAUTIFUL BILL, is moving along nicely! MAKE AMERICA GREAT AGAIN!",False,great make america one big beautiful bill moving along nicely,['Macro Finance'],"Macro Finance, Financial Markets, Geopolitics & Policy","[0.666, 0.082, 0.073]",POSITIVE,0.9999,"['one', 'great make america']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-06-29 17:19:00,96,Great News! ??Senator?? Thom Tillis will not be seeking reelection.,False,great news senator thom tillis seeking reelection,['Uncertain'],"Geopolitics & Policy, Legal & Regulation, Society & Labor","[0.044, 0.001, 0.0]",POSITIVE,0.9974,[],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-06-29 13:15:00,103,"I really think in 6 months, we've taken the Country and turned it around...the numbers are great...it's been an amazing period of time??",False,country really think month taken turned around number great amazing period,['Macro Finance'],"Macro Finance, Geopolitics & Policy, Society & Labor","[0.704, 0.266, 0.004]",POSITIVE,0.9995,[],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-06-29 13:08:00,107,??RECORD WEEK OF WINS!??,False,record week win,['Financial Markets'],"Financial Markets, Macro Finance, Consumer & Retail","[0.965, 0.025, 0.003]",POSITIVE,0.9998,[],5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-06-29 00:28:00,111,MAKE AMERICA GREAT AGAIN!!!,False,make america great,['Geopolitics & Policy'],"Geopolitics & Policy, Macro Finance, Real Estate & Housing","[0.896, 0.033, 0.012]",POSITIVE,0.9999,['make america'],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-06-29 00:27:00,112,VERY PROUD OF THE REPUBLICAN PARTY TONIGHT. GOD BLESS YOU ALL!,False,the republican god proud party tonight bless,['Uncertain'],"Geopolitics & Policy, Society & Labor, Crypto & Digital Assets","[0.016, 0.006, 0.0]",POSITIVE,0.9996,"['republican', 'tonight']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-06-28 22:01:00,116,"Numerous people have come forward wanting to run in the Primary against ??Senator Thom?? Tillis. I will be meeting with them over the coming weeks, looking for someone who will properly represent the Great People of North Carolina and, so importantly, the United States of America. Thank you for your attention to this matter!",False,numerous great people north carolina united states america come forward wanting run primary senator thom tillis meeting coming week looking someone properly represent importantly thank attention matter,['Uncertain'],"Geopolitics & Policy, Society & Labor, Legal & Regulation","[0.012, 0.002, 0.0]",POSITIVE,0.9987,"['north carolina', 'coming week', 'america']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-06-28 20:42:00,118,"Jamie: You do such a GREAT job! So tough, so insightful, and so incredible! I watch you all the time, and you just never miss. Jamie, as President, I just wanted to tell you this, and THANK YOU for the incredible work you are doing! DJTDONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA",False,jamie great jamie thank djtdonald the united america job tough insightful incredible watch time never miss president wanted tell incredible work trump president state,['Geopolitics & Policy'],"Geopolitics & Policy, Education & Knowledge, Corporate Sector","[0.831, 0.034, 0.003]",POSITIVE,0.9989,"['jamie great jamie', 'the united america']",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-06-28 09:08:00,120,"WHAT GREAT PEOPLE I MET AT NATO, INCLUDING SOME OF THE WORLD??S MOST INCREDIBLE LEADERS!",False,great met at nato including the world people incredible leader,['Uncertain'],"Geopolitics & Policy, Education & Knowledge, Society & Labor","[0.036, 0.008, 0.002]",POSITIVE,0.9997,['nato'],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
