,0
237,NEU
238,NEU
239,NEG
240,NEU
241,NEU
242,NEG
243,NEU
244,NEG
245,NEG
246,NEU
247,NEU
248,NEG
249,NEG
250,NEU
251,NEU
252,NEG
253,NEG
254,NEU
255,NEU
256,NEG
257,NEU
258,NEU
259,NEG
260,NEU
261,NEG
262,NEU
263,NEG
264,NEU
265,NEG
266,NEG
267,NEU
268,NEG
269,NEU
270,NEU
271,NEU
272,NEG
273,NEU
274,NEU
275,NEU
276,NEG
277,NEG
278,NEU
279,NEU
280,NEU
281,POS
282,POS
283,NEU
284,NEU
285,POS
286,NEU
287,NEU
288,NEU
289,NEU
290,NEG
291,NEU
292,NEG
293,NEU
294,NEU
295,NEG
296,NEU
297,NEU
298,NEU
299,NEU
300,NEU
301,NEU
302,NEU
303,NEU
304,NEU
305,NEG
306,NEG
307,NEU
308,NEU
309,NEG
310,NEU
311,NEU
312,NEU
313,NEG
314,NEU
315,NEU
316,NEU
317,POS
318,NEU
319,NEU
320,NEU
321,NEU
322,NEU
323,NEU
324,NEG
325,NEU
326,NEG
327,NEG
328,NEG
329,NEG
330,NEU
331,NEG
332,NEG
333,NEU
334,NEG
335,NEU
336,NEU
337,NEU
338,NEG
339,NEU
340,NEG
341,NEG
342,NEU
343,NEU
344,POS
345,NEG
346,NEG
347,NEU
348,NEG
349,NEU
350,NEU
351,NEU
352,NEG
353,NEU
354,NEG
355,NEU
356,NEG
357,NEG
358,NEG
359,NEG
360,NEU
361,NEU
362,NEG
363,NEU
364,POS
365,NEG
366,NEU
367,NEU
368,NEG
369,NEG
370,NEG
371,NEG
372,NEU
373,NEU
374,NEG
375,NEU
376,NEU
377,NEG
378,NEG
379,NEG
380,NEG
381,NEU
382,NEU
383,NEU
384,NEG
385,NEU
386,NEU
387,NEU
388,NEU
389,NEU
390,NEU
391,NEG
392,NEU
393,NEG
394,NEU
395,NEU
396,NEG
397,NEU
398,NEG
399,NEU
400,NEU
401,NEG
402,NEG
403,NEG
404,NEU
405,NEG
406,NEG
407,NEU
408,NEU
409,NEU
410,NEU
411,NEG
412,NEU
413,NEU
414,NEU
415,NEG
416,NEU
417,NEU
418,NEU
419,NEU
420,NEG
421,NEU
422,NEG
423,NEU
424,NEG
425,NEG
426,NEU
427,NEU
428,NEG
429,NEU
430,NEU
431,NEU
432,NEU
433,NEU
434,NEU
435,NEU
436,NEU
437,NEG
438,NEG
439,NEG
440,NEU
441,NEG
442,NEU
443,NEU
444,NEG
445,NEU
446,NEU
447,NEU
448,NEU
449,NEG
450,NEG
451,NEU
452,NEU
453,NEG
454,NEU
455,NEU
456,NEU
457,NEG
458,NEU
459,NEG
460,NEU
461,NEU
462,NEG
463,NEU
464,NEG
465,NEG
466,NEG
467,NEU
468,NEU
469,NEG
470,NEU
471,NEG
472,NEU
473,NEU
474,NEG
475,POS
476,NEU
477,NEG
478,NEG
479,NEU
480,NEU
481,NEU
482,NEG
483,POS
484,NEG
485,NEU
486,NEU
487,NEU
488,NEU
489,NEU
490,NEU
491,NEU
492,NEU
493,NEU
494,NEG
495,NEG
496,NEG
497,NEU
498,NEU
499,NEU
500,NEU
501,NEU
502,NEU
503,NEU
504,NEG
505,NEG
506,NEG
507,NEG
508,NEU
509,NEG
510,NEU
511,NEU
512,NEG
513,NEG
514,NEG
515,NEG
516,NEU
517,NEG
518,NEG
519,NEG
520,NEG
521,NEG
522,NEU
523,NEU
524,NEG
525,NEU
526,NEU
527,NEG
528,NEU
529,NEG
530,NEU
531,NEU
532,NEU
533,NEU
534,NEU
535,NEU
536,NEU
537,POS
538,NEG
539,NEU
540,NEG
541,NEU
542,NEU
543,POS
544,NEU
545,NEG
546,NEU
547,NEU
548,NEU
549,POS
550,POS
551,NEU
552,NEG
553,NEG
554,NEU
555,NEU
556,NEU
557,NEU
558,NEU
559,NEU
560,NEG
561,NEG
562,NEG
563,NEU
564,NEU
565,NEG
566,NEU
567,NEG
568,NEU
569,NEU
570,NEU
571,NEU
572,NEG
573,NEU
574,NEU
575,NEU
576,NEG
577,NEU
578,NEU
579,NEU
580,NEU
581,NEU
582,NEG
583,NEU
584,NEU
585,NEG
586,NEU
587,NEU
588,NEG
589,NEU
590,NEU
591,NEG
592,NEU
593,NEU
594,NEU
595,NEU
596,NEU
597,NEU
598,NEU
599,NEU
600,POS
601,POS
602,NEU
603,NEU
604,NEU
605,NEU
606,NEU
607,POS
608,NEG
609,NEU
610,NEU
611,NEG
612,NEU
613,NEG
614,NEU
615,NEG
616,NEU
617,NEU
618,NEG
619,NEU
620,NEU
621,NEU
622,NEU
623,NEU
624,NEU
625,NEU
626,NEU
627,NEG
628,NEU
629,NEG
630,NEU
631,NEU
632,NEU
633,NEU
634,NEG
635,NEU
636,NEU
637,NEU
638,NEU
639,NEG
640,NEU
641,POS
642,NEG
643,NEU
644,NEG
645,NEG
646,NEU
647,NEU
648,NEG
649,NEU
650,NEU
651,NEU
652,NEU
653,NEU
654,NEG
655,NEU
656,NEG
657,NEG
658,NEU
659,NEG
660,NEG
661,NEG
662,NEG
663,NEG
664,NEG
665,NEG
666,NEU
667,NEG
668,NEU
669,NEU
670,NEG
671,NEG
672,NEG
673,NEU
674,NEG
675,NEG
676,NEG
677,NEU
678,NEG
679,NEG
680,NEU
681,NEG
682,NEU
683,NEU
684,NEG
685,NEG
686,NEG
687,NEG
688,NEG
689,NEU
690,NEG
691,NEG
692,NEG
693,POS
694,NEG
695,NEG
696,NEG
697,NEU
698,NEU
699,NEU
700,POS
701,NEG
702,NEG
703,NEG
704,NEG
705,NEG
706,NEG
707,NEU
708,NEG
709,NEU
710,NEG
711,NEU
712,NEU
713,NEG
714,NEG
715,NEG
716,NEG
717,NEG
718,NEU
719,NEG
720,NEG
721,NEG
722,NEG
723,NEG
724,NEG
725,NEG
726,NEG
727,NEU
728,NEG
729,NEG
730,NEG
731,NEG
732,NEG
733,NEG
734,NEG
735,NEU
736,NEG
737,NEG
738,NEU
739,NEU
740,NEU
741,NEU
742,NEG
743,NEG
744,NEG
745,NEG
746,NEG
747,NEU
748,NEG
749,NEG
750,NEG
751,NEG
752,NEG
753,NEG
754,NEU
755,NEG
756,NEG
757,NEG
758,NEG
759,NEU
760,NEG
761,NEG
762,NEG
763,NEG
764,NEG
765,NEG
766,NEU
767,NEU
768,NEU
769,NEG
770,NEG
771,NEG
772,NEG
773,NEG
774,NEG
775,NEG
776,NEU
777,NEG
778,NEG
779,NEG
780,NEG
781,NEU
782,NEG
783,NEG
784,NEG
785,NEG
786,NEG
787,NEG
788,NEG
789,NEG
790,NEG
791,NEG
792,NEG
793,NEU
794,NEU
795,NEU
796,NEG
797,NEG
798,NEG
799,NEG
800,NEU
801,NEG
802,NEG
803,NEG
804,NEG
805,NEG
806,NEG
807,NEU
808,NEG
809,NEG
810,NEG
811,NEG
812,NEG
813,NEG
814,NEU
815,NEG
816,NEG
817,NEG
818,NEG
819,NEU
820,NEG
821,NEG
822,NEG
823,NEG
824,NEG
825,NEG
826,NEU
827,NEU
828,NEU
829,NEG
830,NEG
831,NEG
832,NEG
833,NEG
834,NEG
835,NEG
836,NEU
837,NEG
838,NEG
839,NEG
840,NEG
841,NEU
842,NEG
843,NEG
844,NEG
845,NEG
846,NEG
847,NEG
848,NEG
849,NEG
850,NEG
851,NEG
852,NEG
853,NEU
854,NEU
855,NEU
856,NEG
857,NEG
858,NEG
859,NEG
860,NEU
861,NEG
862,NEG
863,NEG
864,NEG
865,NEG
866,NEG
867,NEU
868,NEG
869,NEG
870,NEG
871,NEG
872,NEG
873,NEG
874,NEU
875,NEG
876,NEG
877,NEG
878,NEG
879,NEU
880,NEG
881,NEG
882,NEG
883,NEG
884,NEG
885,NEG
886,NEU
887,NEU
888,NEU
889,NEG
890,NEG
891,NEG
892,NEG
893,NEG
894,NEG
895,NEG
896,NEU
897,NEG
898,NEG
899,NEG
900,NEG
901,NEU
902,NEG
903,NEG
904,NEG
905,NEG
906,NEG
907,NEG
908,NEU
909,NEG
910,NEG
911,NEG
912,NEG
913,NEG
914,NEG
915,NEU
916,NEG
917,NEG
918,NEG
919,NEG
920,NEU
921,NEG
922,NEG
923,NEG
924,NEG
925,NEG
926,NEG
927,NEU
928,NEU
929,NEU
930,NEG
931,NEG
932,NEG
933,NEG
934,NEG
935,NEG
936,NEG
937,NEU
938,NEG
939,NEG
940,NEG
941,NEG
942,NEU
943,NEG
944,NEG
945,NEG
946,NEG
947,NEG
948,NEG
949,NEU
950,NEG
951,NEG
952,NEG
953,NEG
954,NEG
955,NEG
956,NEU
957,NEG
958,NEG
959,NEG
960,NEG
961,NEU
962,NEG
963,NEG
964,NEG
965,NEG
966,NEG
967,NEG
968,NEU
969,NEU
970,NEU
971,NEG
972,NEG
973,NEG
974,NEG
975,NEG
976,NEG
977,NEG
978,NEU
979,NEG
980,NEG
981,NEG
982,NEG
983,NEU
984,NEG
985,NEG
986,NEG
987,NEG
988,NEG
989,NEG
990,NEU
991,NEG
992,NEG
993,NEG
994,NEG
995,NEG
996,NEG
997,NEU
998,NEG
999,NEG
1000,NEG
1001,NEG
1002,NEU
1003,NEG
1004,NEG
1005,NEG
1006,NEG
1007,NEG
1008,NEG
1009,NEU
1010,NEU
1011,NEU
1012,NEG
1013,NEG
1014,NEG
1015,NEG
1016,NEG
1017,NEG
1018,NEG
1019,NEU
1020,NEG
1021,NEG
1022,NEG
1023,NEG
1024,NEU
1025,NEG
1026,NEG
1027,NEG
1028,NEG
1029,NEG
1030,NEG
1031,NEU
1032,NEG
1033,NEG
1034,NEG
1035,NEG
1036,NEG
1037,NEG
1038,NEU
1039,NEG
1040,NEG
1041,NEG
1042,NEG
1043,NEU
1044,NEG
1045,NEG
1046,NEG
1047,NEG
1048,NEG
1049,NEG
1050,NEU
1051,NEU
1052,NEU
1053,NEG
1054,NEG
1055,NEG
1056,NEG
1057,NEG
1058,NEG
1059,NEG
1060,NEU
1061,NEG
1062,NEG
1063,NEG
1064,NEG
1065,NEU
1066,NEG
1067,NEG
1068,NEG
1069,NEG
1070,NEG
1071,NEG
1072,NEU
1073,NEG
1074,NEG
1075,NEG
1076,NEG
1077,NEG
1078,NEG
1079,NEU
1080,NEG
1081,NEG
1082,NEG
1083,NEG
1084,NEU
1085,NEG
1086,NEG
1087,NEG
1088,NEG
1089,NEG
1090,NEG
1091,NEU
1092,NEU
1093,NEU
1094,NEG
1095,NEG
1096,NEG
1097,NEG
1098,NEG
1099,NEG
1100,NEG
1101,NEU
1102,NEG
1103,NEG
1104,NEG
1105,NEG
1106,NEU
1107,NEG
1108,NEG
1109,NEG
1110,NEG
1111,NEG
1112,NEG
1113,NEU
1114,NEG
1115,NEG
1116,NEG
1117,NEG
1118,NEG
1119,NEG
1120,NEU
1121,NEG
1122,NEG
1123,NEG
1124,NEG
1125,NEU
1126,NEG
1127,NEG
1128,NEG
1129,NEG
1130,NEG
1131,NEG
1132,NEU
1133,NEU
1134,NEU
1135,NEG
1136,NEG
1137,NEG
1138,NEG
1139,NEG
1140,NEG
1141,NEG
1142,NEU
1143,NEG
1144,NEG
1145,NEG
1146,NEG
1147,NEU
1148,NEG
1149,NEG
1150,NEG
1151,NEG
1152,NEG
1153,NEG
1154,NEU
1155,NEG
1156,NEG
1157,NEG
1158,NEG
1159,NEG
1160,NEG
1161,NEU
1162,NEG
1163,NEG
1164,NEG
1165,NEG
1166,NEU
1167,NEG
1168,NEG
1169,NEG
1170,NEG
1171,NEG
1172,NEG
1173,NEU
1174,NEU
1175,NEU
1176,NEG
1177,NEG
1178,NEG
1179,NEG
1180,NEG
1181,NEG
1182,NEG
1183,NEU
1184,NEG
1185,NEG
1186,NEG
1187,NEG
1188,NEU
1189,NEG
1190,NEG
1191,NEG
1192,NEG
1193,NEG
1194,NEG
1195,NEU
1196,NEG
1197,NEG
1198,NEG
1199,NEG
1200,NEG
1201,NEG
1202,NEU
1203,NEG
1204,NEG
1205,NEG
1206,NEG
1207,NEU
1208,NEG
1209,NEG
1210,NEG
1211,NEG
1212,NEG
1213,NEG
1214,NEU
1215,NEU
1216,NEU
1217,NEG
1218,NEG
1219,NEG
1220,NEG
1221,NEG
1222,NEG
1223,NEG
1224,NEU
1225,NEG
1226,NEG
1227,NEG
1228,NEG
1229,NEU
1230,NEG
1231,NEG
1232,NEG
1233,NEG
1234,NEG
1235,NEG
1236,NEU
1237,NEG
1238,NEG
1239,NEG
1240,NEG
1241,NEG
1242,NEG
1243,NEU
1244,NEG
1245,NEG
1246,NEG
1247,NEG
1248,NEU
1249,NEG
1250,NEG
1251,NEG
1252,NEG
1253,NEG
1254,NEG
1255,NEU
1256,NEU
1257,NEU
1258,NEG
1259,NEG
1260,NEG
1261,NEG
1262,NEG
1263,NEG
1264,NEG
1265,NEU
1266,NEG
1267,NEG
1268,NEG
1269,NEG
1270,NEU
1271,NEG
1272,NEG
1273,NEG
1274,NEG
1275,NEG
1276,NEG
1277,NEU
1278,NEG
1279,NEG
1280,NEG
1281,NEG
1282,NEG
1283,NEG
1284,NEU
1285,NEG
1286,NEG
1287,NEG
1288,NEG
1289,NEU
1290,NEG
1291,NEG
1292,NEG
1293,NEG
1294,NEG
1295,NEG
1296,NEU
1297,NEU
1298,NEU
1299,NEG
1300,NEG
1301,NEG
1302,NEG
1303,NEG
1304,NEG
1305,NEG
1306,NEU
1307,NEG
1308,NEG
1309,NEG
1310,NEG
1311,NEU
1312,NEG
1313,NEG
1314,NEG
1315,NEG
1316,NEG
1317,NEG
1318,NEU
1319,NEG
1320,NEG
1321,NEG
1322,NEG
1323,NEG
1324,NEG
1325,NEU
1326,NEG
1327,NEG
1328,NEG
1329,NEG
1330,NEU
1331,NEG
1332,NEG
1333,NEG
1334,NEG
1335,NEG
1336,NEG
1337,NEU
1338,NEU
1339,NEU
1340,NEG
1341,NEG
1342,NEG
1343,NEG
1344,NEG
1345,NEG
1346,NEG
1347,NEU
1348,NEG
1349,NEG
1350,NEG
1351,NEG
1352,NEU
1353,NEG
1354,NEG
1355,NEG
1356,NEG
1357,NEG
1358,NEG
1359,NEU
1360,NEG
1361,NEG
1362,NEG
1363,NEG
1364,NEG
1365,NEG
1366,NEU
1367,NEG
1368,NEG
1369,NEG
1370,NEG
1371,NEU
1372,NEG
1373,NEG
1374,NEG
1375,NEG
1376,NEG
1377,NEG
1378,NEU
1379,NEU
1380,NEU
1381,NEG
1382,NEG
1383,NEG
1384,NEG
1385,NEG
1386,NEG
1387,NEG
1388,NEU
1389,NEG
1390,NEG
1391,NEG
1392,NEG
1393,NEU
1394,NEG
1395,NEG
1396,NEG
1397,NEG
1398,NEG
1399,NEG
1400,NEU
1401,NEG
1402,NEG
1403,NEG
1404,NEG
1405,NEG
1406,NEG
1407,NEU
1408,NEG
1409,NEG
1410,NEG
1411,NEG
1412,NEU
1413,NEG
1414,NEG
1415,NEG
1416,NEG
1417,NEG
1418,NEG
1419,NEU
1420,NEU
1421,NEU
1422,NEG
1423,NEG
1424,NEG
1425,NEG
1426,NEG
1427,NEG
1428,NEG
1429,NEU
1430,NEG
1431,NEG
1432,NEG
1433,NEG
1434,NEU
1435,NEG
1436,NEG
1437,NEG
1438,NEG
1439,NEG
1440,NEG
1441,NEU
1442,NEG
1443,NEG
1444,NEG
1445,NEG
1446,NEG
1447,NEG
1448,NEU
1449,NEU
1450,NEG
1451,NEG
1452,NEG
1453,NEG
1454,NEG
1455,NEG
1456,NEG
1457,NEU
1458,NEG
1459,NEG
1460,NEG
1461,NEG
1462,NEU
1463,NEG
1464,NEG
1465,NEG
1466,NEG
1467,NEG
1468,NEG
1469,NEU
1470,NEG
1471,NEG
1472,NEG
1473,NEG
1474,NEG
1475,NEG
1476,NEU
1477,NEG
1478,NEG
1479,NEG
1480,NEU
1481,NEG
1482,NEG
1483,NEG
1484,NEG
1485,NEG
1486,NEG
1487,NEU
1488,NEU
1489,NEU
1490,NEG
1491,NEG
1492,NEG
1493,NEG
1494,NEG
1495,NEG
1496,NEG
1497,NEU
1498,NEG
1499,NEG
1500,NEG
1501,NEG
1502,NEU
1503,NEG
1504,NEG
1505,NEG
1506,NEG
1507,NEG
1508,NEG
1509,NEU
1510,NEG
1511,NEG
1512,NEG
1513,NEG
1514,NEG
1515,NEG
1516,NEU
1517,NEG
1518,NEG
1519,NEG
1520,NEG
1521,NEU
1522,NEG
1523,NEG
1524,NEG
1525,NEG
1526,NEG
1527,NEG
1528,NEU
1529,NEU
1530,NEU
1531,NEG
1532,NEG
1533,NEG
1534,NEG
1535,NEG
1536,NEG
1537,NEG
1538,NEU
1539,NEG
1540,NEG
1541,NEG
1542,NEG
1543,NEU
1544,NEG
1545,NEG
1546,NEG
1547,NEG
1548,NEG
1549,NEG
1550,NEU
1551,NEG
1552,NEG
1553,NEG
1554,NEG
1555,NEG
1556,NEG
1557,NEU
1558,NEG
1559,NEG
1560,NEG
1561,NEG
1562,NEU
1563,NEG
1564,NEG
1565,NEG
1566,NEG
1567,NEG
1568,NEG
1569,NEU
1570,NEU
1571,NEU
1572,NEG
1573,NEG
1574,NEG
1575,NEG
1576,NEG
1577,NEG
1578,NEG
1579,NEU
1580,NEG
1581,NEG
1582,NEG
1583,NEG
1584,NEU
1585,NEG
1586,NEG
1587,NEG
1588,NEG
1589,NEG
1590,NEG
1591,NEU
1592,NEG
1593,NEG
1594,NEG
1595,NEG
1596,NEG
1597,NEG
1598,NEU
1599,NEG
1600,NEG
1601,NEG
1602,NEG
1603,NEU
1604,NEG
1605,NEG
1606,NEG
1607,NEG
1608,NEG
1609,NEG
1610,NEU
1611,NEU
1612,NEU
1613,NEG
1614,NEG
1615,NEG
1616,NEG
1617,NEG
1618,NEG
1619,NEG
1620,NEU
1621,NEG
1622,NEG
1623,NEG
1624,NEG
1625,NEU
1626,NEG
1627,NEG
1628,NEG
1629,NEG
1630,NEG
1631,NEG
1632,NEU
1633,NEG
1634,NEG
1635,NEG
1636,NEG
1637,NEG
1638,NEG
1639,NEU
1640,NEG
1641,NEG
1642,NEG
1643,NEG
1644,NEU
1645,NEG
1646,NEG
1647,NEG
1648,NEG
1649,NEG
1650,NEG
1651,NEU
1652,NEU
1653,NEU
1654,NEG
1655,NEG
1656,NEG
1657,NEG
1658,NEG
1659,NEG
1660,NEG
1661,NEU
1662,NEG
1663,NEG
1664,NEG
1665,NEG
1666,NEU
1667,NEG
1668,NEG
1669,NEG
1670,NEG
1671,NEG
1672,NEG
1673,NEU
1674,NEG
1675,NEG
1676,NEG
1677,NEG
1678,NEG
1679,NEG
1680,NEU
1681,NEG
1682,NEG
1683,NEG
1684,NEG
1685,NEU
1686,NEG
1687,NEG
1688,NEG
1689,NEG
1690,NEG
1691,NEG
1692,NEU
1693,NEU
1694,NEU
1695,NEG
1696,NEG
1697,NEG
1698,NEG
1699,NEG
1700,NEG
1701,NEG
1702,NEU
1703,NEG
1704,NEG
1705,NEG
1706,NEG
1707,NEU
1708,NEG
1709,NEG
1710,NEG
1711,NEG
1712,NEG
1713,NEG
1714,NEU
1715,NEG
1716,NEG
1717,NEG
1718,NEG
1719,NEG
1720,NEG
1721,NEU
1722,NEG
1723,NEG
1724,NEG
1725,NEG
1726,NEU
1727,NEG
1728,NEG
1729,NEG
1730,NEG
1731,NEG
1732,NEG
1733,NEU
1734,NEU
1735,NEU
1736,NEG
1737,NEG
1738,NEG
1739,NEG
1740,NEG
1741,NEG
1742,NEU
1743,NEU
1744,NEG
1745,NEG
1746,NEG
1747,NEU
1748,NEG
1749,NEG
1750,NEG
1751,NEG
1752,NEG
1753,NEG
1754,NEG
1755,NEG
1756,NEG
1757,NEG
1758,NEG
1759,NEU
1760,NEG
1761,NEG
1762,NEG
1763,NEG
1764,NEU
1765,NEG
1766,NEG
1767,NEG
1768,NEG
1769,NEG
1770,NEG
1771,NEU
1772,NEU
1773,NEG
1774,NEG
1775,NEG
1776,NEG
1777,NEG
1778,NEG
1779,NEU
1780,NEG
1781,NEG
1782,NEG
1783,NEG
1784,NEU
1785,NEG
1786,NEG
1787,NEU
1788,NEG
1789,NEG
1790,NEG
1791,NEU
1792,NEG
1793,NEG
1794,NEG
1795,NEG
1796,NEG
1797,NEG
1798,NEU
1799,NEG
1800,NEG
1801,NEG
1802,NEG
1803,NEU
1804,NEG
1805,NEG
1806,NEG
1807,NEG
1808,NEG
1809,NEU
1810,NEU
1811,NEU
1812,NEG
1813,NEG
1814,NEG
1815,NEG
1816,NEG
1817,NEG
1818,NEU
1819,NEG
1820,NEG
1821,NEG
1822,NEG
1823,NEU
1824,NEG
1825,NEG
1826,NEG
1827,NEG
1828,NEG
1829,NEG
1830,NEU
1831,NEG
1832,NEG
1833,NEG
1834,NEG
1835,NEG
1836,NEG
1837,NEU
1838,NEG
1839,NEG
1840,NEG
1841,NEG
1842,NEU
1843,NEG
1844,NEG
1845,NEG
1846,NEG
1847,NEG
1848,NEG
1849,NEU
1850,NEU
1851,NEU
1852,NEG
1853,NEG
1854,NEG
1855,NEG
1856,NEG
1857,NEG
1858,NEG
1859,NEU
1860,NEG
1861,NEG
1862,NEG
1863,NEG
1864,NEU
1865,NEG
1866,NEG
1867,NEG
1868,NEG
1869,NEG
1870,NEG
1871,NEU
1872,NEG
1873,NEG
1874,NEG
1875,NEG
1876,NEG
1877,NEG
1878,NEU
1879,NEG
1880,NEG
1881,NEG
1882,NEG
1883,NEU
1884,NEG
1885,NEG
1886,NEG
1887,NEG
1888,NEG
1889,NEG
1890,NEU
1891,NEU
1892,NEU
1893,NEG
1894,NEG
1895,NEG
1896,NEG
1897,NEG
1898,NEG
1899,NEG
1900,NEU
1901,NEG
1902,NEG
1903,NEG
1904,NEG
1905,NEU
1906,NEG
1907,NEG
1908,NEG
1909,NEG
1910,NEG
1911,NEG
1912,NEU
1913,NEG
1914,NEG
1915,NEG
1916,NEG
1917,NEG
1918,NEG
1919,NEU
1920,NEG
1921,NEG
1922,NEG
1923,NEG
1924,NEU
1925,NEG
1926,NEG
1927,NEG
1928,NEG
1929,NEG
1930,NEG
1931,NEU
1932,NEU
1933,NEU
1934,NEG
1935,NEG
1936,NEG
1937,NEG
1938,NEG
1939,NEG
1940,NEG
1941,NEU
1942,NEG
1943,NEG
1944,NEG
1945,NEG
1946,NEU
1947,NEG
1948,NEG
1949,NEG
1950,NEG
1951,NEG
1952,NEG
1953,NEU
1954,NEG
1955,NEG
1956,NEG
1957,NEG
1958,NEG
1959,NEG
1960,NEU
1961,NEG
1962,NEG
1963,NEG
1964,NEG
1965,NEU
1966,NEG
1967,NEG
1968,NEG
1969,NEG
1970,NEG
1971,NEG
1972,NEU
1973,NEU
1974,NEU
1975,NEG
1976,NEG
1977,NEG
1978,NEG
1979,NEG
1980,NEG
1981,NEG
1982,NEU
1983,NEG
